工事名,開札日時,入札方式,参加数,決定金額,予定価格,最低制限価格,契約相手,工事種別,制限率
神戸三木線（白川）道路防災対策工事,2023/6/2,事後審査型制限付一般競争入札,14,23267900,25891000,23267900,福地建設（株）,法面,0.899
中央（中山手通）舗装復旧工事,2023/6/9,事後審査型制限付一般競争入札,33,31190400,34701000,31190400,（有）ロテック・モリ,舗装,0.899
西神・山手線　軌道整備工事（新長田～長田）,2023/7/5,事後審査型制限付一般競争入札,7,25880000,28780000,25864900,近鉄軌道エンジニアリング（株）,土木その他,0.899
学園特１高層配水場防草対策工事その３,2023/9/1,事後審査型制限付一般競争入札,19,12632500,14055000,12631400,津田造園土木（株）,土木その他,0.899
山田三田線道路防災対策工事,2023/9/6,事後審査型制限付一般競争入札,12,13309400,14801000,13309400,東和資材（株）,法面,0.899
寺口町防災対策工事,2023/11/8,事後審査型制限付一般競争入札,8,23515000,26143000,23505600,（株）ＨＯＵＲＹＵ,法面,0.899
新港３突基部広場整備工事,2024/2/2,事後審査型制限付一般競争入札,18,29648300,32977000,29648300,（有）大西園芸,造園一般,0.899
臨港地区内道路・港湾緑地等維持補修工事（単価契約）,2024/3/1,単価契約,19,19728,21934,19728,松本建設（株）,土木一般,0.899
東部市場塩水ポンプ棟改築他工事,2022/4/13,事後審査型制限付一般競争入札,7,16600000,18380000,16532400,（株）山野工務店,建築一般,0.899
神戸空港造成及びその他整備工事（その１７）,2022/5/11,事後審査型制限付一般競争入札,3,224000000,242397000,217958500,日下部建設（株）,土木一般,0.899
北（広陵町１丁目他）配水管取替工事,2022/5/20,事後審査型制限付一般競争入札,7,183619400,194694000,175036600,（株）神盟,土木一般,0.899
若宮小学校給食室空調設備工事,2022/6/1,事後審査型制限付一般競争入札,6,3970000,4380000,3935700,（有）エンドウ,管一般,0.899
フィッシュダンス音楽練習場屋上防水・照明改修工事,2022/6/8,事後審査型制限付一般競争入札,23,17357000,19270000,17323100,（株）日栄テック,防水,0.899
西鈴蘭台ポンプ場太陽光設備改修工事,2022/9/7,事後審査型制限付一般競争入札,23,11883960,13200000,11865800,シンエスタ（株）,電気一般,0.899
神戸リハビリテーション病院換気設備改修工事,2022/10/7,事後審査型制限付一般競争入札,5,4440800,4930000,4434000,（有）金本設備工業,管一般,0.899
六甲アイランド新設照明等設置工事,2023/1/20,事後審査型制限付一般競争入札,6,20057400,22286000,20026300,東和資材（株）,土木一般,0.899
令和６年度　第２布引トンネル補修工事,2024/6/5,事後審査型制限付一般競争入札,40,51563200,57275000,51563200,（株）間地工業,土木その他,0.9
西神・山手線　軌道整備工事（令和６年度）,2024/7/3,事後審査型制限付一般競争入札,4,29444000,32686000,29401800,大鉄工業（株）,土木その他,0.9
東山菊水線街路築造工事（その４）,2024/8/21,事後審査型制限付一般競争入札 合併入札,11,33200000,36847000,33178700,（株）隆勢建設,土木一般,0.9
鵯越雨水幹線撤去工事,2024/8/21,事後審査型制限付一般競争入札 合併入札,11,33200000,36847000,33178700,（株）隆勢建設,土木一般,0.9
令和６年度　農道舗装工事,2024/10/2,事後審査型制限付一般競争入札,16,14313800,15909000,14313800,平沼建設（株）,舗装,0.9
有野藤原線（岡場大橋）橋梁拡幅工事その１,2024/10/2,事後審査型制限付一般競争入札,19,45652000,50722000,45652000,ニッケみらい建設（株）,土木一般,0.9
和田岬地区他雨水幹線改修工事,2025/2/5,事後審査型制限付一般競争入札,19,57125500,63433000,57117000,（株）Ｕ－ＴＥＣＨ,土木その他,0.9
下小名田橋耐震補強・補修工事,2025/2/7,事後審査型制限付一般競争入札,39,61924700,68771000,61922300,山﨑建設（株）,ＰＣ,0.9
令和７年度北管内側溝整備単価契約工事,2025/3/7,単価契約,87,22007,24453,22007,重建設（株）,土木一般,0.9
令和７年度西部管内側溝整備単価契約工事,2025/3/7,単価契約,87,22079,24541,22079,六甲舗道（株）,土木一般,0.9
令和５年度　農道舗装工事,2023/10/13,事後審査型制限付一般競争入札,37,15715800,17467000,15715800,（有）ロテック・モリ,舗装,0.9
長坂垂水線舗装補修工事,2023/12/1,事後審査型制限付一般競争入札,33,39964500,44412000,39964500,（有）藤亀土木興業,舗装,0.9
灘低層他フェンス更新工事,2023/12/1,事後審査型制限付一般競争入札,35,21003900,23324000,20980800,イノウエ道路管理（株）,土木その他,0.9
水占歩道橋補修工事,2024/2/2,事後審査型制限付一般競争入札,33,109269500,121374000,109269200,関西化工建設（株）,鋼構造物,0.9
友が丘中学校正門前歩道拡幅工事,2024/2/7,事後審査型制限付一般競争入札,12,26925800,29906000,26925800,玉津第一建設,土木一般,0.9
灘区六甲山町法面復旧工事（その２）,2024/2/7,事後審査型制限付一般競争入札,17,36765800,40792000,36729800,山崎建設（株）,法面,0.9
令和６年度ネットフェンス新設・撤去工事（単価契約）,2024/3/1,単価契約,14,25018,27789,24999,（株）神戸グリーンフェンス,土木その他,0.9
東遊園地再整備工事（その２）,2022/4/20,事後審査型制限付一般競争入札,12,219000000,257071000,231268600,（株）丸山造園,造園一般,0.9
ポートアイランド（第２期）歩道整備に伴う道路照明設備工事,2022/5/18,事後審査型制限付一般競争入札,30,9612000,10650000,9587300,（株）金森電気工業所,電気一般,0.9
奥ノ池保育所空調設備更新工事,2022/7/6,事後審査型制限付一般競争入札,12,6459000,7160000,6447300,（株）神戸総合設備,管一般,0.9
千苅浄水場４号ろ過池表面洗浄装置更新工事,2022/7/6,事後審査型制限付一般競争入札,1,57380000,63705000,57360000,横手産業（株）,機械器具その他,0.9
六甲アイランド地域福祉センター・学童保育コーナー外壁改修他工事,2022/10/7,事後審査型制限付一般競争入札,17,13932000,15480000,13926100,（有）神戸三高,建築一般,0.9
自立援助ホーム子供の家空調設備改修工事,2022/10/14,事後審査型制限付一般競争入札,7,7675000,8520000,7669200,（株）大洋エンジニアリング,管一般,0.9
神戸六甲線（六甲ケーブル下駅周辺）交差点改良工事,2024/4/26,事後審査型制限付一般競争入札,10,46000000,48104000,43322300,（株）六甲グリーン,土木一般,0.901
塩屋丸山線（妙法寺字東谷）歩道拡幅工事,2024/6/5,事後審査型制限付一般競争入札,20,36809600,40832000,36809600,（有）高木工務店,土木一般,0.901
平野第５号線埋蔵文化財調査前土留め工事,2024/11/8,事後審査型制限付一般競争入札,32,80226800,89015000,80206900,（株）神盟,土木一般,0.901
プレンティ広場壁面補修工事,2024/11/8,事後審査型制限付一般競争入札,30,40529400,44961000,40529400,（株）コスモ建設,土木一般,0.901
令和６年度六甲有料道路舗装補修工事,2024/11/8,事後審査型制限付一般競争入札,20,51000000,52390000,47194400,（株）サンロード神戸,舗装,0.901
鈴蘭台小学校他１校給食室空調設備工事,2022/5/20,事後審査型制限付一般競争入札,11,8100000,8980000,8091900,（株）エス・イーワークス,管一般,0.901
好徳小学校給水設備他改修工事,2022/6/3,事後審査型制限付一般競争入札,2,8005000,8850000,7975900,（有）エンドウ,管一般,0.901
西舞子小学校給水設備他改修工事,2022/6/8,事後審査型制限付一般競争入札,1,7145000,7910000,7129500,（株）フューチャーテンス,管一般,0.901
真野住宅２号棟屋根改修工事,2022/7/1,事後審査型制限付一般競争入札,26,19580000,21710000,19564700,岡田建設工業（株）,建築一般,0.901
有馬温泉観光交流センター空調設備改修工事,2022/9/7,事後審査型制限付一般競争入札,9,8330000,9230000,8318300,（株）神戸総合設備,管一般,0.901
ハーバーランド煉瓦倉庫屋根・樋他改修工事,2022/10/5,事後審査型制限付一般競争入札,18,28210000,31260000,28179200,中居建設工業（株）,建築一般,0.901
山麓線（夢野町他）舗装補修工事,2023/2/1,事後審査型制限付一般競争入札,15,54500000,55375000,49911800,（株）六甲グリーン,舗装,0.901
東山菊水線街路築造工事（その３）,2023/2/3,事後審査型制限付一般競争入札 合併入札,4,78800000,79623000,71764700,北神吉田建設（株）,土木一般,0.901
都市計画道路（東山菊水線）街路築造工事に伴う汚水管移設工事（その２）,2023/2/3,事後審査型制限付一般競争入札 合併入札,4,78800000,79623000,71764700,北神吉田建設（株）,土木一般,0.901
鵯越雨水幹線移設工事（その２）,2023/2/3,事後審査型制限付一般競争入札 合併入札,4,78800000,79623000,71764700,北神吉田建設（株）,土木一般,0.901
唐櫃台２丁目地区他避難所下流汚水管耐震化工事,2024/5/15,事後審査型制限付一般競争入札,28,50991000,56482000,50965400,安場建設（株）,土木その他,0.902
六甲アイランド重量物クレーン５号機撤去工事,2024/6/7,事後審査型制限付一般競争入札,3,147840000,161550000,145748500,ＪＦＥエンジニアリング（株）,機械器具その他,0.902
西垂水第５号線歩道改良工事（その３）,2024/6/12,事後審査型制限付一般競争入札,17,33154700,36758000,33154700,住本道路（株）,土木一般,0.902
和光園土砂災害対策工事,2024/7/3,事後審査型制限付一般競争入札,26,85500000,92916000,83844600,（株）塩屋基礎,法面,0.902
南須磨南地区集会所解体工事,2024/9/4,事後審査型制限付一般競争入札,33,16506000,18290000,16491400,ニッケみらい建設（株）,解体,0.902
令和６年度　臨港道路舗装改修工事（その２）,2024/12/6,事後審査型制限付一般競争入札,41,50840700,56329000,50830000,（株）桜ノ宮興起,舗装,0.902
平野三木線（押部谷地区）道路防災対策工事,2025/1/24,事後審査型制限付一般競争入札,14,29829700,32744000,29551000,（有）北神土木工業,土木一般,0.902
令和７年度河川等単価契約工事（その１）,2025/3/5,単価契約,8,1888,2093,1888,（株）三成,土木一般,0.902
令和７年度所管地内管理工事（単価契約）,2025/3/5,単価契約,13,26204,29040,26204,（有）藤明建設工業,土木一般,0.902
令和７年度中部管内側溝整備単価契約工事,2025/3/7,単価契約,85,21709,24069,21709,大雄興業（株）,土木一般,0.902
しあわせの村テニスコート改修工事,2023/4/19,事後審査型制限付一般競争入札,49,27040700,29991000,27040700,（株）サンエコマック,運動施設,0.902
ひよどり台地区他雨水幹線改修工事,2023/4/26,事後審査型制限付一般競争入札,21,65068500,72152000,65066400,京阪神道路サービス（株）,土木その他,0.902
淡河排水管理施設基礎設置工事,2023/11/8,事後審査型制限付一般競争入札,4,20254700,22449000,20254700,（有）藤明建設工業,土木その他,0.902
淡河町公園改修工事,2023/12/1,事後審査型制限付一般競争入札,25,20986800,23266000,20985500,（株）中西総合ガーデン,造園一般,0.902
神戸ファッションマートテナントスペース新設工事,2022/5/11,事後審査型制限付一般競争入札,15,29466000,32650000,29456100,（有）岩本建築工房,建築一般,0.902
藤原台小学校空調設備改修工事,2022/6/1,事後審査型制限付一般競争入札,15,11619800,12860000,11606000,太昭電設（株）,管一般,0.902
垂水区文化センターホール音響設備改修工事,2022/7/6,事後審査型制限付一般競争入札,27,14960000,16580000,14947000,（株）弘栄通信システム,電気専門,0.902
摩耶学童保育コーナー整備設備工事,2022/7/6,事後審査型制限付一般競争入札,6,15400000,17030000,15368000,（株）フューチャーテンス,管一般,0.902
新港第３突堤ターミナル棟改修工事,2022/7/6,事後審査型制限付一般競争入札,8,27901000,30800000,27775300,（株）岩崎工務店,建築一般,0.902
玉津保育所外壁改修他工事,2022/8/3,事後審査型制限付一般競争入札,23,32650000,36150000,32618900,（株）タケゾエ建設,建築一般,0.902
北須磨学童保育コーナー整備機械設備工事,2022/8/5,事後審査型制限付一般競争入札,7,11657000,12930000,11656400,（株）Ｒ・Ｐｌａｎｎｉｎｇ,管一般,0.902
神戸ゆかりの美術館展示室調光制御盤改修工事,2022/9/9,事後審査型制限付一般競争入札,14,11478000,12700000,11459000,淡神電設（株）,電気一般,0.902
林田東須磨１４１号線波打ち解消工事,2023/1/25,事後審査型制限付一般競争入札,7,26763600,29674000,26763300,（株）吉田工業,土木一般,0.902
六甲森林線道路防災対策工事,2024/7/3,事後審査型制限付一般競争入札,31,37064100,41020000,37055400,津田造園土木（株）,法面,0.903
東クリーンセンター機器冷却塔ヤード上部通気口鉄骨改修工事,2024/9/11,事後審査型制限付一般競争入札,5,18242100,20100000,18153300,（有）Ｔ．Ｉ．Ｇ．Ａ．,建築一般,0.903
準用河川烏原川・小部川合流部改修工事,2023/8/2,事後審査型制限付一般競争入札,5,27900000,30911000,27898700,（株）共新建設,土木一般,0.903
中央（熊内町３丁目）配水管取替工事,2023/8/4,事後審査型制限付一般競争入札 合併入札,5,110000000,115577000,104360400,（株）ＫＳＫ,土木一般,0.903
神戸箕谷線防災対策工事,2023/10/13,事後審査型制限付一般競争入札,6,46529000,46529000,42019700,北神戸土木（株）,土木一般,0.903
ポートアイランド第２期駐車場整備工事,2023/10/13,事後審査型制限付一般競争入札,32,25623100,28382000,25623100,（株）大桜,土木一般,0.903
見津が丘公園駐車場整備工事,2023/12/1,事後審査型制限付一般競争入札,37,24411200,27027000,24411200,（有）高木工務店,土木一般,0.903
令和６年度　下水道施設小規模工事（単価契約・東灘・灘・中央）,2024/3/1,単価契約,3,57455,57457,51865,（株）永川組建設,土木一般,0.903
令和６年度　下水道施設小規模工事（単価契約・長田・須磨）,2024/3/1,単価契約,3,51614,57141,51614,（株）神組,土木一般,0.903
取付管・接続ます改良工事（単価契約）,2024/3/1,単価契約,4,49500,51497,46483,大幸道路管理（株）,土木その他,0.903
西神中央プレンティ広場電気設備工事,2022/4/15,事後審査型制限付一般競争入札,30,23870000,24770000,22361600,（株）甲友電気設備,電気一般,0.903
松尾小学校他１校空調設備改修工事,2022/6/3,事後審査型制限付一般競争入札,16,11581800,12830000,11579400,（株）甲友電気設備,管一般,0.903
東遊園地再整備工事（その４）,2022/12/2,事後審査型制限付一般競争入札,16,47177200,52048000,46977400,（株）山羽造園,造園一般,0.903
多聞伊川谷線舗装補修工事,2023/1/25,事後審査型制限付一般競争入札,20,68520600,75856000,68496100,（株）神組,舗装,0.903
新港第１突堤基部プロムナード整備工事,2024/4/17,事後審査型制限付一般競争入札,26,74234300,82158000,74234300,石坂建設（株）,土木一般,0.904
三宮中央通り地下通路ベンチ設置工事,2024/11/1,事後審査型制限付一般競争入札,15,9206600,10180000,9200100,福地建設（株）,土木一般,0.904
武庫川水管橋塗装他工事,2024/11/8,事後審査型制限付一般競争入札,13,57391500,63460000,57391500,（株）ウェイズ,塗装,0.904
泉台地区他雨水幹線改修工事,2025/2/7,事後審査型制限付一般競争入札,29,114000000,126051000,113995800,マハロカンパニー,土木その他,0.904
摩耶コンテナバース労休所便所改修工事,2023/4/19,事後審査型制限付一般競争入札,13,11098000,12250000,11079200,（有）光洋重工,建築一般,0.904
青木駅南線街路築造工事,2023/4/21,事後審査型制限付一般競争入札 合併入札,6,72620100,80331000,72618300,山崎建設（株）,土木一般,0.904
東灘（阪神青木駅前）配水管新設工事,2023/4/21,事後審査型制限付一般競争入札 合併入札,6,72620100,80331000,72618300,山崎建設（株）,土木一般,0.904
ゆずりは橋高質化工事その２,2023/4/26,事後審査型制限付一般競争入札,9,150800000,165238000,149326600,（株）間地工業,ＰＣ,0.904
須磨ヨットハーバー給油浮桟橋改修工事,2023/5/12,事後審査型制限付一般競争入札,2,22300000,22423000,20277800,兵庫県湾岸開発（株）,港湾土木,0.904
山麓線（高羽）街路築造及び電線共同溝整備工事（その２）,2023/6/2,事後審査型制限付一般競争入札 合併入札,3,157051000,157051000,141975000,十河建設（株）,土木一般,0.904
山麓線（高羽）電線共同溝整備に伴う汚水管移設工事,2023/6/2,事後審査型制限付一般競争入札 合併入札,3,157051000,157051000,141975000,十河建設（株）,土木一般,0.904
ひよどり台１丁目地区他汚水管耐震化工事,2023/7/12,事後審査型制限付一般競争入札,32,76920000,78620000,71091200,（株）ＮＳフォスター,土木その他,0.904
長田楠日尾線（五番町）電線共同溝整備工事,2023/7/12,事後審査型制限付一般競争入札,2,103421000,103421000,93444600,北浦建設（株）,土木一般,0.904
神戸駅前再整備配水管移設工事その１,2023/9/1,事後審査型制限付一般競争入札,7,52450000,57493000,51986400,（株）建部,土木一般,0.904
多聞台団地バスロータリー改修工事,2024/1/26,事後審査型制限付一般競争入札,3,53000000,53078000,47981400,（株）住田建設,土木一般,0.904
湊川公園駐車場補修工事,2024/1/31,事後審査型制限付一般競争入札,12,84424400,92475000,83568300,六神建設（有）,土木一般,0.904
海運町雨水幹線改築工事（その２）,2024/2/7,事後審査型制限付一般競争入札,3,89980000,93796000,84807700,（株）中西組,土木一般,0.904
令和６年度　下水道施設小規模工事（単価契約・垂水・西）,2024/3/1,単価契約,3,56496,56896,51418,石坂建設（株）,土木一般,0.904
本庄小学校他２校体育館空調設備工事,2022/7/1,事後審査型制限付一般競争入札,15,13360000,14770000,13352600,（有）メイテック,管一般,0.904
東灘事業所ボイラー設備他更新工事,2022/10/7,事後審査型制限付一般競争入札,6,10084000,10740000,9706800,（株）オーラテクノ,管一般,0.904
千苅導水路（第３水管橋）橋脚補修工事,2022/12/2,事後審査型制限付一般競争入札,2,108000000,108807000,98366800,（株）ランドグリーン,土木一般,0.904
甲南町２丁目地区他汚水管改築工事,2024/4/26,事後審査型制限付一般競争入札,33,94264000,104146000,94260400,（株）ＮＳフォスター,土木その他,0.905
三宮歩行者用デッキ整備に伴う汚水管移設工事,2024/5/15,事後審査型制限付一般競争入札,6,108500000,109708000,99274100,（株）ＨＯＵＲＹＵ,土木一般,0.905
若松町９丁目地区他汚水管改築工事,2024/6/5,事後審査型制限付一般競争入札,32,84675000,93552000,84671300,（株）森組,土木その他,0.905
４号ダム濁水処理施設撤去及び駐車場整備工事,2024/7/3,事後審査型制限付一般競争入札,51,39284600,43394000,39284600,スミタ,土木一般,0.905
筒井町２丁目地区他汚水管改築工事,2024/10/2,事後審査型制限付一般競争入札,29,98997000,109226000,98900700,（株）ジンテック,土木その他,0.905
神戸複合産業団地１号ダム濁水処理施設撤去工事,2024/11/8,事後審査型制限付一般競争入札,31,39098400,43194000,39098300,三好建設（株）,解体,0.905
北神線谷上指令所設備撤去工事,2025/1/22,事後審査型制限付一般競争入札,3,8050000,8690000,7862800,日本テクトス（株）,電気通信,0.905
垂水（旭が丘１丁目他）配水管取替工事その２,2023/7/7,事後審査型制限付一般競争入札,15,79034900,87292000,79033700,沼田建設工業（株）,土木一般,0.905
北（青葉台）配水管取替工事その５,2023/8/4,事後審査型制限付一般競争入札,22,61454600,67873000,61453700,沼田建設工業（株）,土木一般,0.905
西（伊川谷町有瀬）送配水管更新工事,2023/12/1,事後審査型制限付一般競争入札,4,103000000,104231000,94351600,（株）森川工務店,土木一般,0.905
海岸線ずい道照明ＬＥＤ化工事その３,2022/5/13,事後審査型制限付一般競争入札,2,27268000,27890000,25229900,東邦電気工業（株）,電気専門,0.905
北須磨文化センタートイレ改修他工事,2022/5/20,事後審査型制限付一般競争入札,10,24509500,27070000,24491700,（株）Ｒ・Ｐｌａｎｎｉｎｇ,管一般,0.905
だいち小学校他２校体育館空調設備工事,2022/6/8,事後審査型制限付一般競争入札,17,15625800,17270000,15625400,（株）スズキ商会,管一般,0.905
東神戸フェリーセンターＢ棟とりこわし工事,2022/10/5,事後審査型制限付一般競争入札,29,44520000,49180000,44494300,（株）玉建,解体,0.905
久保町１丁目地区他汚水管改築更新工事,2022/11/2,事後審査型制限付一般競争入札,23,84570000,93442000,84555900,（株）一剛組,土木その他,0.905
鈴蘭台駅北地区　宅地造成工事用進入路整備工事,2022/11/9,事後審査型制限付一般競争入札,4,43700000,45885000,41539100,（株）ランドグリーン,土木一般,0.905
甲栄台１丁目地区他汚水管改築更新工事,2023/2/1,事後審査型制限付一般競争入札,24,73070000,80705000,73059100,（株）永川組建設,土木その他,0.905
神戸三田線（皆森～芝床）道路改良工事,2023/3/1,事後審査型制限付一般競争入札,10,88900000,98163000,88861800,（株）小林組,舗装,0.905
灘（水車新田）配水管取替工事,2024/4/26,事後審査型制限付一般競争入札 合併入札,6,135000000,142113000,128692900,北神吉田建設（株）,土木一般,0.906
神戸六甲線（滝の下橋）改良工事,2024/4/26,事後審査型制限付一般競争入札 合併入札,6,135000000,142113000,128692900,北神吉田建設（株）,土木一般,0.906
大津和１丁目地区他避難所下流汚水管耐震化工事,2024/5/10,事後審査型制限付一般競争入札,31,114886400,126364000,114538800,窪田工業（株）,土木その他,0.906
有野橋耐震補強補修工事,2024/5/10,事後審査型制限付一般競争入札,40,99193400,109430000,99173900,関西化工建設（株）,ＰＣ,0.906
奥山川ポンプ場外壁改修他工事,2024/7/3,事後審査型制限付一般競争入札,22,7246000,7990000,7242300,ひまわり塗装（株）,建築一般,0.906
神戸六甲線道路防災対策工事（カーブＮｏ．７～９・４３）,2024/7/10,事後審査型制限付一般競争入札,34,94748100,104529000,94748000,（株）中西組,法面,0.906
水笠通３丁目地区他汚水管改築工事,2024/10/4,事後審査型制限付一般競争入札,31,120366000,132810000,120362100,（株）永川組建設,土木その他,0.906
六甲アイランドマリンパーク再整備工事（その２）,2024/11/1,事後審査型制限付一般競争入札,15,80900000,88893000,80499800,関西造園土木（株）,造園一般,0.906
岩屋北町２丁目地区他汚水管改築工事,2025/2/5,事後審査型制限付一般競争入札,26,112169000,123752000,112145900,（株）コラボラボ,土木その他,0.906
令和５年度布施畑トンネル非常電話設備更新工事,2023/5/12,事後審査型制限付一般競争入札,4,2362000,2590000,2346100,（株）東栄,電気一般,0.906
長田事業所外壁改修工事,2023/5/19,事後審査型制限付一般競争入札,17,3990000,4390000,3976200,（株）清水工務店,建築一般,0.906
岡本１丁目地区他汚水管改築更新工事,2023/6/7,事後審査型制限付一般競争入札,13,94697000,99498000,90104600,大幸道路管理（株）,土木その他,0.906
ポートアイランド南公園管理用通路整備工事,2023/10/13,事後審査型制限付一般競争入札,7,51950000,52635000,47667300,三好建設（株）,土木一般,0.906
六甲アイランド地区岸壁改良工事その２,2023/11/1,事後審査型制限付一般競争入札,5,26570000,29322000,26570000,三建工業（株）,港湾土木,0.906
令和６年度　下水道施設小規模工事（単価契約・兵庫・北）,2024/3/1,単価契約,5,50461,55695,50461,（株）中西組,土木一般,0.906
垂水処理場１系消化タンク電気室屋上防水他改修工事,2022/4/15,事後審査型制限付一般競争入札,35,23278000,25680000,23268100,（株）富士防水工業,建築一般,0.906
生涯学習支援センター便所改修他工事,2022/9/9,事後審査型制限付一般競争入札,4,61682800,62340000,56477300,柳原建設（株）,建築一般,0.906
王子動物園コアラ舎外壁改修他工事,2022/10/14,事後審査型制限付一般競争入札,22,32045000,35370000,32043000,（株）キタイ装建,建築一般,0.906
多聞台１丁目地区他汚水管改築更新工事,2022/12/2,事後審査型制限付一般競争入札,26,135608200,149294000,135299100,石坂建設（株）,土木その他,0.906
令和５年度ネットフェンス新設・撤去工事（単価契約）,2023/3/1,単価契約,17,20250,22301,20208,（株）のこ源,鋼構造物,0.906
桃山台４丁目地区他避難所下流汚水管耐震化工事,2024/4/24,事後審査型制限付一般競争入札,33,97216400,107131000,97136100,（株）永川組建設,土木その他,0.907
神戸駅南側駅前広場整備工事,2024/5/17,事後審査型制限付一般競争入札,8,68550000,75231000,68223300,藤原土木興業（株）,土木一般,0.907
洞川線道路防災対策工事,2024/6/5,事後審査型制限付一般競争入札,34,97888500,107395000,97379200,（株）マツモトエンジニアリング,法面,0.907
中央（熊内町他）配水管取替工事その２,2024/6/12,事後審査型制限付一般競争入札,17,102768300,113264000,102768200,（株）塩屋基礎,土木一般,0.907
東白川特２高層配水場電送ケーブル他仮設工事,2024/8/7,事後審査型制限付一般競争入札,17,15550000,17000000,15416500,（株）オールライト,電気一般,0.907
北野子局雷害対策工事,2024/8/9,事後審査型制限付一般競争入札,3,3540000,3744000,3395000,（株）シンテック,電気専門,0.907
新在家２号雨水幹線改築工事,2024/9/4,事後審査型制限付一般競争入札,9,94323000,102316000,92826700,（株）トラストテクノ,土木その他,0.907
重池第二住宅照明設備改修工事,2025/1/22,事後審査型制限付一般競争入札,11,2813000,3090000,2804100,（株）三谷電気,電気一般,0.907
岸地通４丁目地区他汚水管改築更新工事,2023/5/10,事後審査型制限付一般競争入札,27,115000000,116484000,105620100,（株）一剛組,土木その他,0.907
渦森台１号線道路防災対策工事,2023/5/17,事後審査型制限付一般競争入札,23,69300000,76175000,69079500,（株）大野,法面,0.907
多井畑接合井土砂災害対策工事,2023/6/7,事後審査型制限付一般競争入札,19,87200000,93158000,84477700,福地建設（株）,法面,0.907
玉津南公民館体育室床改修他工事,2023/6/14,事後審査型制限付一般競争入札,9,6963000,7660000,6945400,（有）ＫＩＺＵＮＡ,建築一般,0.907
灘区箕岡通１丁目法面対策工事,2023/7/5,事後審査型制限付一般競争入札 合併入札,12,250000000,271157000,246060000,（株）合同建設,法面,0.907
灘特１高層配水場土砂災害対策工事,2023/7/5,事後審査型制限付一般競争入札 合併入札,12,250000000,271157000,246060000,（株）合同建設,法面,0.907
千苅浄水場予備系引込ケーブル更新工事,2023/8/4,事後審査型制限付一般競争入札,4,14554000,15681000,14215500,新電機工業（株）,電気専門,0.907
御影保育所外構改修他工事,2023/9/1,事後審査型制限付一般競争入札,7,26640000,28588000,25920000,（株）ナガシマ建築企画,土木一般,0.907
東灘（本山中町）配水管取替工事その５,2023/9/1,事後審査型制限付一般競争入札,10,106855000,117747000,106852500,兵庫奥栄建設（株）,土木一般,0.907
須磨ヨットハーバー周辺歩道整備工事（その２）,2023/12/1,事後審査型制限付一般競争入札,8,109760000,114839000,104199500,（株）永川組建設,土木一般,0.907
御影本町６丁目地区他汚水管改築更新工事,2024/3/6,事後審査型制限付一般競争入札,21,101637000,112104000,101635800,（株）中西組,土木その他,0.907
神戸高専一般科Ａ棟・講義棟空調設備改修工事,2022/5/11,事後審査型制限付一般競争入札,30,32575000,35890000,32539200,（有）マグマ冷熱工業,管一般,0.907
鶴甲小学校昇降機棟増築他工事,2022/7/6,事後審査型制限付一般競争入札,10,77690000,79140000,71814100,（株）須貝工務店,建築一般,0.907
神戸市立ケアハウス松寿園共有部空調設備改修工事,2022/8/3,事後審査型制限付一般競争入札,15,18288000,20110000,18241700,（株）光洋機器,管一般,0.907
国際展示場１・２号館玄関前屋根改修工事,2022/8/10,事後審査型制限付一般競争入札,16,49770000,49790000,45160900,（株）タケゾエ建設,建築一般,0.907
夢野白川線舗装補修工事（その２）,2022/12/2,事後審査型制限付一般競争入札,2,118977000,127510000,115674300,（株）六甲グリーン,舗装,0.907
マリンパーク駐車場嵩上げ工事,2024/8/2,事後審査型制限付一般競争入札,29,138650000,152386000,138334900,（株）前野組,土木一般,0.908
北（東大池地区）配水管取替工事その２,2024/9/6,事後審査型制限付一般競争入札,18,104916700,115576000,104916100,北神吉田建設（株）,土木一般,0.908
磯馴町２丁目地区他汚水管改築工事,2024/11/1,事後審査型制限付一般競争入札,30,146375300,161158000,146367300,（株）幸和道路管理,土木その他,0.908
多聞台４丁目地区汚水管改築工事,2024/12/4,事後審査型制限付一般競争入札,30,149845000,165001000,149835400,松本建設（株）,土木その他,0.908
住吉宮町３丁目地区他汚水管改築工事,2024/12/4,事後審査型制限付一般競争入札,27,142800000,157154000,142734700,イノウエ道路管理（株）,土木その他,0.908
神戸明石線（西須磨地区）道路防災対策工事,2023/4/26,事後審査型制限付一般競争入札,27,137000000,149592000,135848300,（株）大野,法面,0.908
戎町１丁目地区他汚水管改築更新工事,2023/9/8,事後審査型制限付一般競争入札,33,136076000,149853000,136071400,（株）金城組,土木その他,0.908
夢野白川線他１線舗装補修工事（その３）,2023/11/1,事後審査型制限付一般競争入札,4,140800000,147554000,133961600,田村建設（株）,舗装,0.908
村雨町５丁目地区他汚水管改築更新工事,2023/11/8,事後審査型制限付一般競争入札,29,128386000,141326000,128277900,協同建設（株）,土木その他,0.908
下谷上低区配水池施設整備工事,2024/1/31,事後審査型制限付一般競争入札,3,76908000,76908000,69806100,（株）ＨＯＵＲＹＵ,土木一般,0.908
新港東埠頭道路改良工事,2024/2/2,事後審査型制限付一般競争入札,17,113770100,125294000,113729300,（株）ランドグリーン,土木一般,0.908
筑紫が丘１丁目地区他汚水管耐震化工事,2024/2/7,事後審査型制限付一般競争入札,24,119212000,131331000,119191700,（株）ナカバヤシ,土木その他,0.908
